Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,UniqueCarrier,AirlineID,Carrier,TailNum,FlightNum,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac
2012,4,12,13,4,2012/12/13,FL,20437,FL,N972AT,706,11697,1169703,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33
2012,4,12,6,4,2012/12/6,UA,19977,UA,N561UA,707,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82
2012,4,12,12,3,2012/12/12,WN,19393,WN,N483WN,708,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82
2012,4,12,5,3,2012/12/5,WN,19393,WN,N748SW,709,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85
2012,4,12,31,1,2012/12/31,US,20355,US,N108UW,715,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23
2012,4,12,12,3,2012/12/12,F9,20436,F9,N203FR,720,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82
2012,4,12,14,5,2012/12/14,UA,19977,UA,N211UA,724,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2
2012,4,12,9,7,2012/12/9,DL,19790,DL,N6703D,727,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85
2012,4,12,26,3,2012/12/26,US,20355,US,N959UW,728,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74
2012,4,12,4,2,2012/12/4,WN,19393,WN,N944WN,729,13495,1349502,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72
2012,4,12,4,2,2012/12/4,AS,19930,AS,N309AS,730,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93
2012,4,12,2,7,2012/12/2,UA,19977,UA,N524UA,731,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74
2012,4,12,10,1,2012/12/10,AA,19805,AA,N3GFAA,732,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74
2012,4,12,1,6,2012/12/1,UA,19977,UA,N587UA,740,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92
2012,4,12,22,6,2012/12/22,B6,20409,B6,N284JB,741,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33
2012,4,12,1,6,2012/12/1,B6,20409,B6,N804JB,742,14843,1484303,34819,SJU,"San Juan, PR",PR,72,Puerto Rico,3
2012,4,12,22,6,2012/12/22,B6,20409,B6,N294JB,744,14843,1484303,34819,SJU,"San Juan, PR",PR,72,Puerto Rico,3
2012,4,12,10,1,2012/12/10,AS,19930,AS,N523AS,748,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93
2012,4,12,11,2,2012/12/11,WN,19393,WN,N479WN,750,14831,1483103,32457,SJC,"San Jose, CA",CA,6,California,91
2012,4,12,12,3,2012/12/12,WN,19393,WN,N487WN,755,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91
2012,4,12,2,7,2012/12/2,AS,19930,AS,N557AS,759,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64
2012,4,12,5,3,2012/12/5,DL,19790,DL,N322US,762,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,14,5,2012/12/14,F9,20436,F9,N206FR,765,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82
2012,4,12,14,5,2012/12/14,US,20355,US,N556UW,768,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33
2012,4,12,10,1,2012/12/10,WN,19393,WN,N445WN,769,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41
2012,4,12,20,4,2012/12/20,F9,20436,F9,N934FR,773,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82
2012,4,12,4,2,2012/12/4,WN,19393,WN,N556WN,774,11042,1104202,30647,CLE,"Cleveland, OH",OH,39,Ohio,44
2012,4,12,9,7,2012/12/9,UA,19977,UA,N564UA,776,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82
2012,4,12,17,1,2012/12/17,DL,19790,DL,N925DL,789,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63
2012,4,12,4,2,2012/12/4,WN,19393,WN,N224WN,791,13796,1379601,32457,OAK,"Oakland, CA",CA,6,California,91
2012,4,12,21,5,2012/12/21,UA,19977,UA,N561UA,794,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21
2012,4,12,17,1,2012/12/17,VX,21171,VX,N632VA,796,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93
2012,4,12,15,6,2012/12/15,AS,19930,AS,N592AS,808,13830,1383002,33830,OGG,"Kahului, HI",HI,15,Hawaii,2
2012,4,12,11,2,2012/12/11,DL,19790,DL,N972DL,809,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13
2012,4,12,4,2,2012/12/4,DL,19790,DL,N904DE,812,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,16,7,2012/12/16,F9,20436,F9,N921FR,817,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91
2012,4,12,30,7,2012/12/30,F9,20436,F9,N924FR,825,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82
2012,4,12,4,2,2012/12/4,UA,19977,UA,N467UA,842,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13
2012,4,12,8,6,2012/12/8,B6,20409,B6,N506JB,843,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13
2012,4,12,31,1,2012/12/31,AS,19930,AS,N538AS,845,14893,1489302,33192,SMF,"Sacramento, CA",CA,6,California,91
2012,4,12,23,7,2012/12/23,F9,20436,F9,N927FR,847,10874,1087402,30647,CAK,"Akron, OH",OH,39,Ohio,44
2012,4,12,6,4,2012/12/6,F9,20436,F9,N922FR,851,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82
2012,4,12,20,4,2012/12/20,WN,19393,WN,N432WN,852,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74
2012,4,12,4,2,2012/12/4,AA,19805,AA,N467AA,853,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73
2012,4,12,5,3,2012/12/5,WN,19393,WN,N379SW,854,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74
2012,4,12,19,3,2012/12/19,F9,20436,F9,N908FR,856,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81
2012,4,12,14,5,2012/12/14,AA,19805,AA,N3FWAA,859,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23
2012,4,12,31,1,2012/12/31,WN,19393,WN,N223WN,860,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85
2012,4,12,6,4,2012/12/6,B6,20409,B6,N279JB,874,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33
2012,4,12,30,7,2012/12/30,UA,19977,UA,N222UA,884,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91
2012,4,12,4,2,2012/12/4,WN,19393,WN,N251WN,894,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85
2012,4,12,26,3,2012/12/26,VX,21171,VX,N633VA,905,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85
2012,4,12,2,7,2012/12/2,DL,19790,DL,N900DE,910,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,18,2,2012/12/18,VX,21171,VX,N642VA,924,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91
2012,4,12,9,7,2012/12/9,US,20355,US,N189UW,926,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36
2012,4,12,6,4,2012/12/6,WN,19393,WN,N488WN,927,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81
2012,4,12,31,1,2012/12/31,DL,19790,DL,N353NW,945,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43
2012,4,12,15,6,2012/12/15,DL,19790,DL,N686DA,953,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,1,6,2012/12/1,VX,21171,VX,N632VA,956,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91
2012,4,12,8,6,2012/12/8,B6,20409,B6,N561JB,961,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13
2012,4,12,8,6,2012/12/8,DL,19790,DL,N395DN,980,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91
2012,4,12,25,2,2012/12/25,AA,19805,AA,N4WKAA,1002,11540,1154003,30615,ELP,"El Paso, TX",TX,48,Texas,74
2012,4,12,24,1,2012/12/24,AA,19805,AA,N3HNAA,1004,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33
2012,4,12,16,7,2012/12/16,DL,19790,DL,N337NB,1005,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64
2012,4,12,7,5,2012/12/7,US,20355,US,N702UW,1007,13577,1357702,31135,MYR,"Myrtle Beach, SC",SC,45,South Carolina,37
2012,4,12,15,6,2012/12/15,YV,20378,YV,N75995,1010,12982,1298202,32982,LIH,"Lihue, HI",HI,15,Hawaii,2
2012,4,12,5,3,2012/12/5,UA,19977,UA,N14237,1011,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74
2012,4,12,2,7,2012/12/2,YV,20378,YV,N75994,1012,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2
2012,4,12,16,7,2012/12/16,B6,20409,B6,N571JB,1015,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13
2012,4,12,5,3,2012/12/5,UA,19977,UA,N24702,1017,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74
2012,4,12,14,5,2012/12/14,DL,19790,DL,N642DL,1018,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,14,5,2012/12/14,US,20355,US,N427US,1019,10529,1052904,30529,BDL,"Hartford, CT",CT,9,Connecticut,11
2012,4,12,17,1,2012/12/17,DL,19790,DL,N67171,1020,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12,Florida,33
2012,4,12,26,3,2012/12/26,US,20355,US,N180US,1021,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13
2012,4,12,17,1,2012/12/17,DL,19790,DL,N919DN,1022,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,7,5,2012/12/7,US,20355,US,N441US,1023,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36
2012,4,12,17,1,2012/12/17,DL,19790,DL,N908DE,1024,10792,1079204,30792,BUF,"Buffalo, NY",NY,36,New York,22
2012,4,12,25,2,2012/12/25,UA,19977,UA,N17627,1025,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74
2012,4,12,3,1,2012/12/3,DL,19790,DL,N3750D,1026,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,26,3,2012/12/26,DL,19790,DL,N960DN,1027,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,31,1,2012/12/31,YV,20378,YV,N75995,1028,12982,1298202,32982,LIH,"Lihue, HI",HI,15,Hawaii,2
2012,4,12,24,1,2012/12/24,WN,19393,WN,N636WN,1033,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64
2012,4,12,9,7,2012/12/9,US,20355,US,N250AY,1035,14843,1484303,34819,SJU,"San Juan, PR",PR,72,Puerto Rico,3
2012,4,12,5,3,2012/12/5,WN,19393,WN,N735SA,1037,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33
2012,4,12,25,2,2012/12/25,WN,19393,WN,N475WN,1038,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91
2012,4,12,28,5,2012/12/28,DL,19790,DL,N6711M,1044,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,6,4,2012/12/6,US,20355,US,N124US,1048,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36
2012,4,12,20,4,2012/12/20,US,20355,US,N438US,1051,10529,1052904,30529,BDL,"Hartford, CT",CT,9,Connecticut,11
2012,4,12,18,2,2012/12/18,US,20355,US,N746UW,1053,15016,1501603,31123,STL,"St. Louis, MO",MO,29,Missouri,64
2012,4,12,14,5,2012/12/14,WN,19393,WN,N487WN,1058,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41
2012,4,12,14,5,2012/12/14,WN,19393,WN,N445WN,1059,14679,1467903,33570,SAN,"San Diego, CA",CA,6,California,91
2012,4,12,27,4,2012/12/27,DL,19790,DL,N929DL,1062,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,11,2,2012/12/11,UA,19977,UA,N30401,1070,14679,1467903,33570,SAN,"San Diego, CA",CA,6,California,91
2012,4,12,29,6,2012/12/29,US,20355,US,N939UW,1073,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23
2012,4,12,24,1,2012/12/24,WN,19393,WN,N791SW,1074,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41
2012,4,12,29,6,2012/12/29,AA,19805,AA,N3DAAA,1076,14908,1490803,32575,SNA,"Santa Ana, CA",CA,6,California,91
2012,4,12,30,7,2012/12/30,AA,19805,AA,N5DGAA,1077,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73
2012,4,12,30,7,2012/12/30,WN,19393,WN,N428WN,1078,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82
2012,4,12,16,7,2012/12/16,DL,19790,DL,N985DL,1087,11252,1125203,31252,DAB,"Daytona Beach, FL",FL,12,Florida,33
2012,4,12,18,2,2012/12/18,WN,19393,WN,N441WN,1092,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41
2012,4,12,14,5,2012/12/14,AA,19805,AA,N3CJAA,1094,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33
2012,4,12,16,7,2012/12/16,UA,19977,UA,N59630,1096,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74
2012,4,12,25,2,2012/12/25,B6,20409,B6,N266JB,1100,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36
2012,4,12,7,5,2012/12/7,DL,19790,DL,N332NW,1103,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63
2012,4,12,4,2,2012/12/4,US,20355,US,N537UW,1105,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36
2012,4,12,7,5,2012/12/7,B6,20409,B6,N216JB,1106,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36
2012,4,12,15,6,2012/12/15,US,20355,US,N112US,1108,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74
2012,4,12,27,4,2012/12/27,AA,19805,AA,N5DMAA,1112,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91
2012,4,12,30,7,2012/12/30,B6,20409,B6,N348JB,1115,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38
2012,4,12,26,3,2012/12/26,DL,19790,DL,N372NW,1116,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85
2012,4,12,3,1,2012/12/3,AA,19805,AA,N518AA,1129,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42
2012,4,12,19,3,2012/12/19,UA,19977,UA,N14237,1153,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21
2012,4,12,2,7,2012/12/2,WN,19393,WN,N637SW,1157,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64
2012,4,12,17,1,2012/12/17,WN,19393,WN,N349SW,1161,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91
2012,4,12,2,7,2012/12/2,DL,19790,DL,N702TW,1162,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91
2012,4,12,26,3,2012/12/26,DL,19790,DL,N990DL,1164,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64
2012,4,12,25,2,2012/12/25,UA,19977,UA,N75429,1172,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85
2012,4,12,16,7,2012/12/16,AA,19805,AA,N454AA,1174,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33
2012,4,12,2,7,2012/12/2,B6,20409,B6,N274JB,1175,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13
2012,4,12,21,5,2012/12/21,DL,19790,DL,N934DL,1176,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,28,5,2012/12/28,B6,20409,B6,N329JB,1177,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13
2012,4,12,18,2,2012/12/18,WN,19393,WN,N633SW,1178,11697,1169703,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33
2012,4,12,28,5,2012/12/28,DL,19790,DL,N965DN,1179,15016,1501603,31123,STL,"St. Louis, MO",MO,29,Missouri,64
2012,4,12,5,3,2012/12/5,US,20355,US,N419US,1181,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36
2012,4,12,21,5,2012/12/21,UA,19977,UA,N76269,1182,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91
2012,4,12,29,6,2012/12/29,UA,19977,UA,N18243,1187,14683,1468303,33214,SAT,"San Antonio, TX",TX,48,Texas,74
2012,4,12,20,4,2012/12/20,WN,19393,WN,N629SW,1194,14893,1489302,33192,SMF,"Sacramento, CA",CA,6,California,91
2012,4,12,27,4,2012/12/27,AA,19805,AA,N3DCAA,1205,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41
2012,4,12,15,6,2012/12/15,UA,19977,UA,N37274,1212,10299,1029904,30299,ANC,"Anchorage, AK",AK,2,Alaska,1
2012,4,12,16,7,2012/12/16,WN,19393,WN,N795SW,1216,10821,1082103,30852,BWI,"Baltimore, MD",MD,24,Maryland,35
2012,4,12,25,2,2012/12/25,B6,20409,B6,N274JB,1219,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13
2012,4,12,2,7,2012/12/2,UA,19977,UA,N77518,1226,13495,1349502,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72
2012,4,12,27,4,2012/12/27,DL,19790,DL,N3743H,1233,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38
2012,4,12,5,3,2012/12/5,DL,19790,DL,N786NC,1242,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43
2012,4,12,17,1,2012/12/17,AA,19805,AA,N552AA,1243,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36
2012,4,12,11,2,2012/12/11,AA,19805,AA,N3FYAA,1246,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74
2012,4,12,3,1,2012/12/3,WN,19393,WN,N932WN,1247,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82
2012,4,12,30,7,2012/12/30,DL,19790,DL,N308DE,1251,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,17,1,2012/12/17,DL,19790,DL,N136DL,1254,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91
2012,4,12,5,3,2012/12/5,WN,19393,WN,N750SA,1258,11697,1169703,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33
2012,4,12,8,6,2012/12/8,DL,19790,DL,N918DL,1267,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,13,4,2012/12/13,DL,19790,DL,N365NB,1268,15016,1501603,31123,STL,"St. Louis, MO",MO,29,Missouri,64
2012,4,12,17,1,2012/12/17,WN,19393,WN,N944WN,1270,10529,1052904,30529,BDL,"Hartford, CT",CT,9,Connecticut,11
2012,4,12,11,2,2012/12/11,WN,19393,WN,N929WN,1272,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82
2012,4,12,25,2,2012/12/25,UA,19977,UA,N33266,1283,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33
2012,4,12,11,2,2012/12/11,DL,19790,DL,N502US,1293,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,18,2,2012/12/18,WN,19393,WN,N670SW,1295,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64
2012,4,12,5,3,2012/12/5,DL,19790,DL,N940DL,1297,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,3,1,2012/12/3,UA,19977,UA,N14231,1401,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21
2012,4,12,29,6,2012/12/29,DL,19790,DL,N658DL,1402,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85
2012,4,12,22,6,2012/12/22,DL,19790,DL,N338NW,1408,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87
2012,4,12,31,1,2012/12/31,UA,19977,UA,N14230,1411,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87
2012,4,12,13,4,2012/12/13,B6,20409,B6,N793JB,1416,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74
2012,4,12,21,5,2012/12/21,B6,20409,B6,N612JB,1417,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74
2012,4,12,25,2,2012/12/25,UA,19977,UA,N54711,1425,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33
2012,4,12,31,1,2012/12/31,WN,19393,WN,N751SW,1430,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,25,2,2012/12/25,UA,19977,UA,N20904,1433,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74
2012,4,12,6,4,2012/12/6,UA,19977,UA,N36447,1435,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82
2012,4,12,27,4,2012/12/27,B6,20409,B6,N508JB,1436,12954,1295402,32575,LGB,"Long Beach, CA",CA,6,California,91
2012,4,12,15,6,2012/12/15,US,20355,US,N193UW,1445,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36
2012,4,12,24,1,2012/12/24,WN,19393,WN,N941WN,1472,10529,1052904,30529,BDL,"Hartford, CT",CT,9,Connecticut,11
2012,4,12,30,7,2012/12/30,UA,19977,UA,N45440,1480,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21
2012,4,12,27,4,2012/12/27,AA,19805,AA,N4YHAA,1482,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85
2012,4,12,26,3,2012/12/26,US,20355,US,N125UW,1488,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36
2012,4,12,13,4,2012/12/13,AA,19805,AA,N473AA,1492,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87
2012,4,12,13,4,2012/12/13,US,20355,US,N189UW,1507,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36
2012,4,12,7,5,2012/12/7,DL,19790,DL,N963DL,1521,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,17,1,2012/12/17,WN,19393,WN,N299WN,1546,10599,1059904,30599,BHM,"Birmingham, AL",AL,1,Alabama,51
2012,4,12,25,2,2012/12/25,UA,19977,UA,N38424,1578,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81
2012,4,12,11,2,2012/12/11,AA,19805,AA,N202AA,1602,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74
2012,4,12,2,7,2012/12/2,WN,19393,WN,N484WN,1626,14683,1468303,33214,SAT,"San Antonio, TX",TX,48,Texas,74
2012,4,12,10,1,2012/12/10,US,20355,US,N458UW,1628,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33
2012,4,12,2,7,2012/12/2,UA,19977,UA,N76062,1630,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74
2012,4,12,8,6,2012/12/8,WN,19393,WN,N656SW,1634,10821,1082103,30852,BWI,"Baltimore, MD",MD,24,Maryland,35
2012,4,12,2,7,2012/12/2,WN,19393,WN,N436WN,1661,10599,1059904,30599,BHM,"Birmingham, AL",AL,1,Alabama,51
2012,4,12,21,5,2012/12/21,DL,19790,DL,N787NC,1665,14730,1473003,33044,SDF,"Louisville, KY",KY,21,Kentucky,52
2012,4,12,1,6,2012/12/1,DL,19790,DL,N990DL,1667,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,26,3,2012/12/26,UA,19977,UA,N24702,1675,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82
2012,4,12,14,5,2012/12/14,UA,19977,UA,N58101,1690,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21
2012,4,12,30,7,2012/12/30,DL,19790,DL,N969DL,1695,11066,1106602,31066,CMH,"Columbus, OH",OH,39,Ohio,44
2012,4,12,30,7,2012/12/30,DL,19790,DL,N904DE,1696,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34
2012,4,12,5,3,2012/12/5,AA,19805,AA,N4XMAA,1704,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74
2012,4,12,11,2,2012/12/11,US,20355,US,N558UW,1729,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63
2012,4,12,21,5,2012/12/21,AA,19805,AA,N3AKAA,1741,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41
2012,4,12,19,3,2012/12/19,US,20355,US,N174US,1790,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85
2012,4,12,5,3,2012/12/5,AA,19805,AA,N492AA,1983,11066,1106602,31066,CMH,"Columbus, OH",OH,39,Ohio,44
2012,4,12,6,4,2012/12/6,WN,19393,WN,N264LV,2703,12992,1299204,32600,LIT,"Little Rock, AR",AR,5,Arkansas,71
